Market_ID,Plan_ID,PPO,Network Score,Satisfaction Score,Premium,Inside Good Share
380,14,0,0.92,0.85,2.4051842,0.13451
381,14,0,0.92,0.85,2.3907121,0.12458
381,5,0,0.86,0.8,2.3129913,0.10513
381,9,1,0.85,0.775,2.4870083,0.14439
381,12,1,0.875,0.91,2.563794,0.18059
381,4,1,0.84,0.78,2.5374023,0.12556
381,3,1,0.9,0.915,2.5683178,0.19684
382,5,0,0.86,0.8,2.3634027,0.11546
382,11,0,0.84,0.83,2.3487007,0.11934
382,9,1,0.85,0.775,2.5186926,0.17357
382,4,1,0.84,0.78,2.5447036,0.16165
382,7,1,0.9,0.85,2.6250271,0.20270
382,10,0,0.83,0.725,2.3256336,0.09147
383,4,1,0.84,0.78,2.4870482,0.14945
383,15,1,0.91,0.875,2.6038831,0.18427
383,8,0,0.92,0.925,2.3765793,0.14991
383,6,0,0.89,0.875,2.3223613,0.12996
383,9,1,0.85,0.775,2.4993196,0.14553
383,16,0,0.88,0.865,2.3256193,0.11900
384,5,0,0.86,0.8,2.3266368,0.11643
384,13,1,0.78,0.82,2.5009318,0.14127
384,12,1,0.875,0.91,2.5730738,0.19975
384,2,0,0.84,0.825,2.6343723,0.04799
384,15,1,0.91,0.875,2.574935,0.21374
384,9,1,0.85,0.775,2.5380084,0.15022
385,3,1,0.9,0.915,2.7017447,0.14108
385,12,1,0.875,0.91,2.5740928,0.18136
385,10,0,0.83,0.725,2.3319115,0.07169
385,6,0,0.89,0.875,2.3356225,0.12902
385,7,1,0.9,0.85,2.5478209,0.17665
385,15,1,0.91,0.875,2.6050531,0.17541
386,5,0,0.86,0.8,2.3153622,0.11600
386,8,0,0.92,0.925,2.4150935,0.16108
386,2,0,0.84,0.825,2.3295694,0.10449
386,12,1,0.875,0.91,2.6172359,0.19950
386,16,0,0.88,0.865,2.3920809,0.12184
386,4,1,0.84,0.78,2.5184545,0.16586
387,9,1,0.85,0.775,2.5019991,0.16059
387,16,0,0.88,0.865,2.3565737,0.12846
387,5,0,0.86,0.8,2.3541837,0.09440
387,6,0,0.89,0.875,2.3363983,0.14415
387,13,1,0.78,0.82,2.4820471,0.13571
387,3,1,0.9,0.915,2.6033099,0.21308
388,14,0,0.92,0.85,2.4353864,0.10954
388,9,1,0.85,0.775,2.5423412,0.13297
388,12,1,0.875,0.91,2.5644433,0.17833
388,5,0,0.86,0.8,2.3273845,0.10186
388,1,1,0.91,0.85,2.6180063,0.16390
388,3,1,0.9,0.915,2.5924284,0.18810
389,1,1,0.91,0.85,2.6322069,0.16145
389,11,0,0.84,0.83,2.3236009,0.09831
389,9,1,0.85,0.775,2.5003646,0.14548
389,7,1,0.9,0.85,2.5671294,0.18151
389,6,0,0.89,0.875,2.3287792,0.14154
389,4,1,0.84,0.78,2.4818908,0.14831
390,12,1,0.875,0.91,2.5820729,0.18274
390,13,1,0.78,0.82,2.4937515,0.12954
390,3,1,0.9,0.915,2.5881688,0.19984
390,14,0,0.92,0.85,2.4338462,0.10774
390,11,0,0.84,0.83,2.3003656,0.10388
390,8,0,0.92,0.925,2.3809251,0.15224
391,11,0,0.84,0.83,2.3180296,0.10555
391,12,1,0.875,0.91,2.585356,0.18461
391,13,1,0.78,0.82,2.4856185,0.13209
391,14,0,0.92,0.85,2.3960049,0.12991
391,4,1,0.84,0.78,2.5736146,0.11982
391,3,1,0.9,0.915,2.6069615,0.20217
392,1,1,0.91,0.85,2.610831,0.20757
392,14,0,0.92,0.85,2.4012548,0.14004
392,2,0,0.84,0.825,2.3289202,0.11087
392,11,0,0.84,0.83,2.3087102,0.11339
392,13,1,0.78,0.82,2.4968024,0.15302
392,8,0,0.92,0.925,2.4413099,0.14299
393,14,0,0.92,0.85,2.4018078,0.12196
393,13,1,0.78,0.82,2.4942002,0.12846
393,12,1,0.875,0.91,2.5668027,0.17887
393,16,0,0.88,0.865,2.3404139,0.12373
393,4,1,0.84,0.78,2.507103,0.13481
393,7,1,0.9,0.85,2.5624843,0.18939
394,9,1,0.85,0.775,2.5076314,0.16178
394,8,0,0.92,0.925,2.3897218,0.16033
394,5,0,0.86,0.8,2.3127006,0.11106
394,12,1,0.875,0.91,2.5791065,0.19817
394,1,1,0.91,0.85,2.5885707,0.19517
394,2,0,0.84,0.825,2.6736527,0.04266
395,16,0,0.88,0.865,2.3526018,0.13719
395,2,0,0.84,0.825,2.3507708,0.10803
395,7,1,0.9,0.85,2.589587,0.21383
395,5,0,0.86,0.8,2.3115739,0.12117
395,11,0,0.84,0.83,2.3113109,0.11959
395,4,1,0.84,0.78,2.5329147,0.16763
396,4,1,0.84,0.78,2.5020448,0.14285
396,1,1,0.91,0.85,2.5582844,0.19702
396,9,1,0.85,0.775,2.4922181,0.14888
396,11,0,0.84,0.83,2.3301527,0.10056
396,2,0,0.84,0.825,2.3418123,0.10085
396,3,1,0.9,0.915,2.6331221,0.18476
397,12,1,0.875,0.91,2.5603376,0.17182
397,13,1,0.78,0.82,2.4832422,0.11578
397,14,0,0.92,0.85,2.3850312,0.12121
397,9,1,0.85,0.775,2.4762561,0.13581
397,15,1,0.91,0.875,2.5529887,0.18158
397,3,1,0.9,0.915,2.6396401,0.15351
398,4,1,0.84,0.78,2.488143,0.14414
398,14,0,0.92,0.85,2.3926283,0.11902
398,11,0,0.84,0.83,2.2892494,0.10287
398,6,0,0.89,0.875,2.3293407,0.12951
398,15,1,0.91,0.875,2.5824312,0.17825
398,3,1,0.9,0.915,2.5780813,0.20518
399,14,0,0.92,0.85,2.3857437,0.14921
399,8,0,0.92,0.925,2.4029341,0.17316
399,2,0,0.84,0.825,2.3319213,0.11087
399,13,1,0.78,0.82,2.5021815,0.15030
399,12,1,0.875,0.91,2.7180624,0.16276
399,5,0,0.86,0.8,2.3152484,0.11915
400,11,0,0.84,0.83,2.3024524,0.11272
400,12,1,0.875,0.91,2.6094402,0.19890
400,10,0,0.83,0.725,2.3047138,0.08918
400,2,0,0.84,0.825,2.3419081,0.09829
400,3,1,0.9,0.915,2.6054895,0.22815
400,14,0,0.92,0.85,2.3862537,0.14179
401,3,1,0.9,0.915,2.5680231,0.18059
401,7,1,0.9,0.85,2.5478565,0.16583
401,4,1,0.84,0.78,2.4949196,0.11898
401,2,0,0.84,0.825,2.320371,0.08381
401,5,0,0.86,0.8,2.3093352,0.08883
401,12,1,0.875,0.91,2.5619767,0.15359
401,8,0,0.92,0.925,2.4998175,0.09564
402,4,1,0.84,0.78,2.4744956,0.12873
402,3,1,0.9,0.915,2.5618448,0.18321
402,8,0,0.92,0.925,2.3777589,0.12433
402,16,0,0.88,0.865,2.3164083,0.10422
402,14,0,0.92,0.85,2.4141422,0.09315
402,5,0,0.86,0.8,2.3126388,0.08198
402,15,1,0.91,0.875,2.5563053,0.17260
403,13,1,0.78,0.82,2.4828465,0.11778
403,16,0,0.88,0.865,2.3234624,0.11517
403,11,0,0.84,0.83,2.2946166,0.09623
403,12,1,0.875,0.91,2.5650046,0.17009
403,4,1,0.84,0.78,2.5079036,0.12754
403,9,1,0.85,0.775,2.4888006,0.14284
403,14,0,0.92,0.85,2.3778842,0.11749
404,3,1,0.9,0.915,2.5632382,0.18645
404,11,0,0.84,0.83,2.3069698,0.09034
404,6,0,0.89,0.875,2.3726209,0.09943
404,14,0,0.92,0.85,2.4122048,0.09767
404,12,1,0.875,0.91,2.5572979,0.16893
404,5,0,0.86,0.8,2.3317242,0.08471
404,15,1,0.91,0.875,2.5994253,0.15872
405,5,0,0.86,0.8,2.313564,0.10167
405,9,1,0.85,0.775,2.5005187,0.14948
405,13,1,0.78,0.82,2.4932755,0.12651
405,16,0,0.88,0.865,2.3377831,0.11727
405,14,0,0.92,0.85,2.3740818,0.12367
405,7,1,0.9,0.85,2.578269,0.18545
405,10,0,0.83,0.725,2.3094011,0.07780
406,15,1,0.91,0.875,2.6207861,0.16858
406,1,1,0.91,0.85,2.5705983,0.19440
406,8,0,0.92,0.925,2.4509235,0.11210
406,6,0,0.89,0.875,2.3029624,0.12752
406,10,0,0.83,0.725,2.3102997,0.06984
406,11,0,0.84,0.83,2.2904589,0.09595
406,14,0,0.92,0.85,2.3835502,0.11136
407,1,1,0.91,0.85,2.5597347,0.17420
407,13,1,0.78,0.82,2.4729205,0.12070
407,9,1,0.85,0.775,2.4947126,0.13253
407,11,0,0.84,0.83,2.3024059,0.09225
407,2,0,0.84,0.825,2.3756728,0.07719
407,14,0,0.92,0.85,2.3739508,0.11830
407,12,1,0.875,0.91,2.5554628,0.17160
408,2,0,0.84,0.825,2.3427712,0.09503
408,12,1,0.875,0.91,2.7899811,0.12301
408,10,0,0.83,0.725,2.3884166,0.06294
408,5,0,0.86,0.8,2.338928,0.09661
408,16,0,0.88,0.865,2.35485,0.11995
408,3,1,0.9,0.915,2.6109883,0.21703
408,8,0,0.92,0.925,2.3730362,0.15892
409,13,1,0.78,0.82,2.5005715,0.11598
409,8,0,0.92,0.925,2.3804799,0.14163
409,12,1,0.875,0.91,2.6654315,0.13175
409,9,1,0.85,0.775,2.4921025,0.14041
409,4,1,0.84,0.78,2.482602,0.14002
409,6,0,0.89,0.875,2.3221869,0.12577
409,2,0,0.84,0.825,2.328918,0.09058
410,13,1,0.78,0.82,2.5175905,0.12491
410,6,0,0.89,0.875,2.3316759,0.13949
410,11,0,0.84,0.83,2.2863224,0.10786
410,8,0,0.92,0.925,2.3852533,0.14569
410,4,1,0.84,0.78,2.4967349,0.14916
410,2,0,0.84,0.825,2.3208203,0.09477
410,9,1,0.85,0.775,2.6166978,0.12008
411,10,0,0.83,0.725,2.3137944,0.07522
411,8,0,0.92,0.925,2.3672269,0.15545
411,1,1,0.91,0.85,2.5834463,0.19335
411,13,1,0.78,0.82,2.4881186,0.13924
411,14,0,0.92,0.85,2.3855421,0.11703
411,2,0,0.84,0.825,2.3261879,0.09744
411,11,0,0.84,0.83,2.2939338,0.10300
412,3,1,0.9,0.915,2.5824047,0.18967
412,12,1,0.875,0.91,2.5950461,0.15713
412,2,0,0.84,0.825,2.326408,0.08306
412,16,0,0.88,0.865,2.3480007,0.10413
412,4,1,0.84,0.78,2.4903591,0.12951
412,5,0,0.86,0.8,2.3049084,0.09208
412,8,0,0.92,0.925,2.3815161,0.13073
413,15,1,0.91,0.875,2.543724,0.16870
413,9,1,0.85,0.775,2.477458,0.13122
413,8,0,0.92,0.925,2.60045,0.06801
413,14,0,0.92,0.85,2.4329498,0.08937
413,3,1,0.9,0.915,2.6060963,0.15318
413,6,0,0.89,0.875,2.3106994,0.11649
413,7,1,0.9,0.85,2.5350102,0.16026
414,13,1,0.78,0.82,2.5022842,0.13001
414,5,0,0.86,0.8,2.3395519,0.10022
414,4,1,0.84,0.78,2.5031866,0.14335
414,10,0,0.83,0.725,2.3171097,0.07889
414,14,0,0.92,0.85,2.3869653,0.12563
414,11,0,0.84,0.83,2.3623204,0.09043
414,15,1,0.91,0.875,2.5793927,0.21058
415,1,1,0.91,0.85,2.5492472,0.17309
415,2,0,0.84,0.825,2.36735,0.07941
415,14,0,0.92,0.85,2.5290916,0.07918
415,9,1,0.85,0.775,2.4868459,0.13321
415,7,1,0.9,0.85,2.5540556,0.16635
415,8,0,0.92,0.925,2.3825436,0.13612
415,13,1,0.78,0.82,2.4746066,0.11728
416,5,0,0.86,0.8,2.5974754,0.04552
416,15,1,0.91,0.875,2.6396213,0.15550
416,1,1,0.91,0.85,2.5554498,0.18400
416,3,1,0.9,0.915,2.5792059,0.19591
416,14,0,0.92,0.85,2.3870322,0.11840
416,2,0,0.84,0.825,2.3708493,0.08261
416,11,0,0.84,0.83,2.3166739,0.09601
417,11,0,0.84,0.83,2.3591531,0.07791
417,7,1,0.9,0.85,2.5780961,0.15780
417,15,1,0.91,0.875,2.5570302,0.18744
417,2,0,0.84,0.825,2.3227941,0.08426
417,14,0,0.92,0.85,2.382324,0.11438
417,1,1,0.91,0.85,2.5863602,0.16383
417,16,0,0.88,0.865,2.3647775,0.09799
418,3,1,0.9,0.915,2.5565701,0.18831
418,6,0,0.89,0.875,2.3428044,0.11554
418,11,0,0.84,0.83,2.2904806,0.08878
418,15,1,0.91,0.875,2.5441027,0.18261
418,14,0,0.92,0.85,2.3961468,0.10019
418,9,1,0.85,0.775,2.4845167,0.12705
418,5,0,0.86,0.8,2.3252229,0.08494
419,11,0,0.84,0.83,2.2811844,0.09228
419,9,1,0.85,0.775,2.5005565,0.13269
419,1,1,0.91,0.85,2.5451854,0.16608
419,12,1,0.875,0.91,2.5689231,0.16312
419,16,0,0.88,0.865,2.3291975,0.10253
419,8,0,0.92,0.925,2.3812878,0.12355
419,14,0,0.92,0.85,2.3635996,0.10806
420,5,0,0.86,0.8,2.3571303,0.09296
420,4,1,0.84,0.78,2.4988122,0.15755
420,13,1,0.78,0.82,2.4860254,0.13716
420,7,1,0.9,0.85,2.580716,0.17850
420,2,0,0.84,0.825,2.3241866,0.09986
420,10,0,0.83,0.725,2.2979133,0.08293
420,14,0,0.92,0.85,2.3966166,0.13079
421,16,0,0.88,0.865,2.3602218,0.10989
421,2,0,0.84,0.825,2.3220144,0.09289
421,7,1,0.9,0.85,2.5704114,0.17362
421,13,1,0.78,0.82,2.4839701,0.12325
421,14,0,0.92,0.85,2.3780212,0.11904
421,15,1,0.91,0.875,2.5766363,0.19342
421,11,0,0.84,0.83,2.4358971,0.06963
422,2,0,0.84,0.825,2.3360742,0.08856
422,9,1,0.85,0.775,2.505883,0.14331
422,4,1,0.84,0.78,2.4908148,0.14149
422,12,1,0.875,0.91,2.5635391,0.18389
422,5,0,0.86,0.8,2.3215832,0.09280
422,8,0,0.92,0.925,2.388691,0.13802
422,11,0,0.84,0.83,2.3103778,0.09623
423,8,0,0.92,0.925,2.374883,0.13560
423,14,0,0.92,0.85,2.4331649,0.09734
423,13,1,0.78,0.82,2.4756388,0.11825
423,1,1,0.91,0.85,2.5590083,0.17326
423,16,0,0.88,0.865,2.3229371,0.10883
423,15,1,0.91,0.875,2.5707373,0.18266
423,10,0,0.83,0.725,2.3060758,0.06909
424,5,0,0.86,0.8,2.3092961,0.10768
424,2,0,0.84,0.825,2.3283584,0.10112
424,14,0,0.92,0.85,2.382454,0.13185
424,10,0,0.83,0.725,2.3238693,0.07339
424,15,1,0.91,0.875,2.6007422,0.21302
424,13,1,0.78,0.82,2.7158685,0.08386
424,8,0,0.92,0.925,2.3838286,0.16067
425,8,0,0.92,0.925,2.3893501,0.12860
425,3,1,0.9,0.915,2.583196,0.18171
425,13,1,0.78,0.82,2.4962899,0.10589
425,15,1,0.91,0.875,2.548124,0.18243
425,5,0,0.86,0.8,2.3955782,0.07456
425,2,0,0.84,0.825,2.3208118,0.08683
425,9,1,0.85,0.775,2.5015622,0.12646
426,10,0,0.83,0.725,2.3319762,0.06740
426,9,1,0.85,0.775,2.4979939,0.13698
426,15,1,0.91,0.875,2.5660415,0.18831
426,6,0,0.89,0.875,2.3168554,0.12340
426,5,0,0.86,0.8,2.3064354,0.09058
426,7,1,0.9,0.85,2.5747221,0.16466
426,16,0,0.88,0.865,2.3183556,0.11273
427,5,0,0.86,0.8,2.3119622,0.11109
427,8,0,0.92,0.925,2.537381,0.10770
427,4,1,0.84,0.78,2.5245921,0.15252
427,12,1,0.875,0.91,2.6094378,0.19639
427,11,0,0.84,0.83,2.3778767,0.08789
427,2,0,0.84,0.825,2.3840045,0.08757
427,14,0,0.92,0.85,2.4085394,0.12871
428,7,1,0.9,0.85,2.5814605,0.17979
428,2,0,0.84,0.825,2.3432302,0.08536
428,8,0,0.92,0.925,2.3700895,0.13558
428,9,1,0.85,0.775,2.5111618,0.14595
428,5,0,0.86,0.8,2.3068242,0.09578
428,14,0,0.92,0.85,2.3777873,0.11537
428,6,0,0.89,0.875,2.3208929,0.12425
429,3,1,0.9,0.915,2.5760394,0.19062
429,11,0,0.84,0.83,2.2768331,0.09822
429,5,0,0.86,0.8,2.2955987,0.09288
429,1,1,0.91,0.85,2.5531036,0.17974
429,16,0,0.88,0.865,2.3215987,0.10767
429,6,0,0.89,0.875,2.4431047,0.08516
429,8,0,0.92,0.925,2.3790572,0.13004
430,5,0,0.86,0.8,2.3085283,0.10793
430,6,0,0.89,0.875,2.3817082,0.11900
430,4,1,0.84,0.78,2.5062726,0.16069
430,9,1,0.85,0.775,2.5937874,0.13495
430,16,0,0.88,0.865,2.3273483,0.13195
430,2,0,0.84,0.825,2.3698389,0.08803
430,8,0,0.92,0.925,2.4328603,0.13320
431,8,0,0.92,0.925,2.3747332,0.14389
431,3,1,0.9,0.915,2.7345991,0.12976
431,2,0,0.84,0.825,2.320144,0.09171
431,9,1,0.85,0.775,2.4844008,0.13991
431,11,0,0.84,0.83,2.3449638,0.08750
431,13,1,0.78,0.82,2.4918724,0.11634
431,12,1,0.875,0.91,2.5630711,0.17509
432,14,0,0.92,0.85,2.3673121,0.12825
432,8,0,0.92,0.925,2.3853112,0.14064
432,6,0,0.89,0.875,2.3057512,0.13210
432,2,0,0.84,0.825,2.4192357,0.07211
432,1,1,0.91,0.85,2.6022929,0.19202
432,16,0,0.88,0.865,2.3649405,0.10921
432,5,0,0.86,0.8,2.307083,0.10132
433,3,1,0.9,0.915,2.5401583,0.17147
433,14,0,0.92,0.85,2.4061165,0.09241
433,13,1,0.78,0.82,2.4650128,0.10229
433,5,0,0.86,0.8,2.2934917,0.08517
433,8,0,0.92,0.925,2.3779454,0.11826
433,15,1,0.91,0.875,2.5329838,0.16713
433,1,1,0.91,0.85,2.5424308,0.15464
434,8,0,0.92,0.925,2.3629175,0.14246
434,14,0,0.92,0.85,2.3820418,0.11376
434,10,0,0.83,0.725,2.3024329,0.06887
434,15,1,0.91,0.875,2.5679288,0.19519
434,11,0,0.84,0.83,2.2818443,0.09721
434,7,1,0.9,0.85,2.5747598,0.17086
434,5,0,0.86,0.8,2.3234226,0.09394
435,5,0,0.86,0.8,2.3110188,0.09589
435,7,1,0.9,0.85,2.6036744,0.17168
435,12,1,0.875,0.91,2.579887,0.17823
435,6,0,0.89,0.875,2.304445,0.12386
435,10,0,0.83,0.725,2.301492,0.07080
435,16,0,0.88,0.865,2.3462588,0.11238
435,8,0,0.92,0.925,2.4097499,0.12828
436,7,1,0.9,0.85,2.5774466,0.16923
436,4,1,0.84,0.78,2.4979558,0.13298
436,8,0,0.92,0.925,2.389019,0.14733
436,12,1,0.875,0.91,2.5967424,0.15662
436,13,1,0.78,0.82,2.5155446,0.10180
436,9,1,0.85,0.775,2.5851972,0.10792
436,5,0,0.86,0.8,2.4680712,0.06613
437,8,0,0.92,0.925,2.3584476,0.13540
437,3,1,0.9,0.915,2.5989236,0.18642
437,14,0,0.92,0.85,2.43547,0.09322
437,7,1,0.9,0.85,2.5788793,0.16311
437,16,0,0.88,0.865,2.339706,0.10604
437,2,0,0.84,0.825,2.3277465,0.08328
437,6,0,0.89,0.875,2.3371902,0.11519
438,15,1,0.91,0.875,2.6944729,0.14441
438,11,0,0.84,0.83,2.3207088,0.09473
438,7,1,0.9,0.85,2.5725094,0.16735
438,8,0,0.92,0.925,2.3959044,0.13437
438,13,1,0.78,0.82,2.479333,0.12950
438,14,0,0.92,0.85,2.3699117,0.12048
438,2,0,0.84,0.825,2.3187715,0.09080
439,9,1,0.85,0.775,2.489457,0.12357
439,3,1,0.9,0.915,2.5526476,0.17708
439,11,0,0.84,0.83,2.3318051,0.08120
439,16,0,0.88,0.865,2.3209007,0.10370
439,1,1,0.91,0.85,2.5411911,0.16554
439,2,0,0.84,0.825,2.3431581,0.07759
439,12,1,0.875,0.91,2.5432158,0.16177
440,5,0,0.86,0.8,2.6500281,0.04223
440,4,1,0.84,0.78,2.4809206,0.14827
440,9,1,0.85,0.775,2.4887217,0.13907
440,2,0,0.84,0.825,2.3828216,0.08122
440,3,1,0.9,0.915,2.5823002,0.20101
440,8,0,0.92,0.925,2.3758004,0.14941
440,13,1,0.78,0.82,2.4963495,0.12008
441,9,1,0.85,0.775,2.4970471,0.14518
441,1,1,0.91,0.85,2.5732336,0.18089
441,6,0,0.89,0.875,2.3129339,0.12707
441,14,0,0.92,0.85,2.3994744,0.11033
441,2,0,0.84,0.825,2.3448819,0.08682
441,12,1,0.875,0.91,2.602904,0.16717
441,10,0,0.83,0.725,2.3561654,0.06386
442,9,1,0.85,0.775,2.521157,0.11645
442,15,1,0.91,0.875,2.54032,0.17992
442,3,1,0.9,0.915,2.6434947,0.13257
442,14,0,0.92,0.85,2.3742674,0.09986
442,16,0,0.88,0.865,2.3333595,0.10006
442,6,0,0.89,0.875,2.3128082,0.10986
442,12,1,0.875,0.91,2.5646531,0.15080
443,15,1,0.91,0.875,2.5441418,0.16277
443,12,1,0.875,0.91,2.5491955,0.15234
443,1,1,0.91,0.85,2.5283195,0.15322
443,2,0,0.84,0.825,2.3372928,0.07382
443,9,1,0.85,0.775,2.4864601,0.11354
443,14,0,0.92,0.85,2.3887561,0.10035
443,7,1,0.9,0.85,2.5725621,0.13395
444,16,0,0.88,0.865,2.3414661,0.12093
444,2,0,0.84,0.825,2.3575067,0.08829
444,6,0,0.89,0.875,2.3149539,0.13760
444,14,0,0.92,0.85,2.3818675,0.12118
444,10,0,0.83,0.725,2.3009465,0.07642
444,1,1,0.91,0.85,2.6251109,0.17431
444,9,1,0.85,0.775,2.5140186,0.16023
445,1,1,0.91,0.85,2.5597188,0.17368
445,14,0,0.92,0.85,2.4202402,0.10589
445,9,1,0.85,0.775,2.4861012,0.13529
445,3,1,0.9,0.915,2.6060895,0.16638
445,4,1,0.84,0.78,2.4803454,0.13612
445,11,0,0.84,0.83,2.3460738,0.08154
445,2,0,0.84,0.825,2.3278503,0.08613
446,15,1,0.91,0.875,2.5412813,0.16787
446,13,1,0.78,0.82,2.4581621,0.10033
446,16,0,0.88,0.865,2.3454108,0.09752
446,9,1,0.85,0.775,2.4790795,0.11445
446,3,1,0.9,0.915,2.5466922,0.16819
446,5,0,0.86,0.8,2.3084178,0.08817
446,1,1,0.91,0.85,2.5446332,0.15531
447,6,0,0.89,0.875,2.3426526,0.11566
447,13,1,0.78,0.82,2.495816,0.11388
447,2,0,0.84,0.825,2.3372474,0.08179
447,14,0,0.92,0.85,2.3693872,0.11156
447,3,1,0.9,0.915,2.5684782,0.19251
447,16,0,0.88,0.865,2.4121198,0.08940
447,15,1,0.91,0.875,2.5805666,0.17965
448,11,0,0.84,0.83,2.294902,0.09151
448,10,0,0.83,0.725,2.4570979,0.04811
448,1,1,0.91,0.85,2.5394621,0.16756
448,7,1,0.9,0.85,2.5358195,0.16396
448,4,1,0.84,0.78,2.4805743,0.12389
448,3,1,0.9,0.915,2.5643922,0.18169
448,16,0,0.88,0.865,2.3281318,0.11039
449,10,0,0.83,0.725,2.2957276,0.06651
449,3,1,0.9,0.915,2.5591134,0.17799
449,12,1,0.875,0.91,2.5538654,0.15533
449,8,0,0.92,0.925,2.362342,0.12437
449,4,1,0.84,0.78,2.4830988,0.11456
449,1,1,0.91,0.85,2.5728188,0.14640
449,14,0,0.92,0.85,2.3786544,0.10419
450,15,1,0.91,0.875,2.5786077,0.18874
450,2,0,0.84,0.825,2.3452936,0.09155
450,1,1,0.91,0.85,2.5572866,0.18237
450,13,1,0.78,0.82,2.511503,0.11201
450,14,0,0.92,0.85,2.4268972,0.10793
450,4,1,0.84,0.78,2.5357367,0.12084
450,10,0,0.83,0.725,2.3275361,0.07714
451,7,1,0.9,0.85,2.5366365,0.15901
451,13,1,0.78,0.82,2.4621671,0.10523
451,4,1,0.84,0.78,2.4851733,0.11281
451,16,0,0.88,0.865,2.3536854,0.09897
451,3,1,0.9,0.915,2.5411833,0.17271
451,1,1,0.91,0.85,2.5575924,0.15061
451,11,0,0.84,0.83,2.2906242,0.09224
452,4,1,0.84,0.78,2.4839271,0.14352
452,12,1,0.875,0.91,2.5716104,0.18270
452,7,1,0.9,0.85,2.5637084,0.17447
452,2,0,0.84,0.825,2.3147538,0.08980
452,14,0,0.92,0.85,2.3765555,0.11935
452,10,0,0.83,0.725,2.2964814,0.07206
452,11,0,0.84,0.83,2.2930105,0.10193
453,7,1,0.9,0.85,2.57021,0.16751
453,4,1,0.84,0.78,2.4797293,0.14460
453,11,0,0.84,0.83,2.2940722,0.09452
453,10,0,0.83,0.725,2.2936806,0.07120
453,5,0,0.86,0.8,2.3178633,0.08954
453,14,0,0.92,0.85,2.3689532,0.11479
453,3,1,0.9,0.915,2.5688298,0.20224
454,13,1,0.78,0.82,2.4895764,0.12717
454,5,0,0.86,0.8,2.32089,0.09851
454,16,0,0.88,0.865,2.3650843,0.11153
454,10,0,0.83,0.725,2.3006201,0.07767
454,2,0,0.84,0.825,2.3236656,0.09817
454,1,1,0.91,0.85,2.5761137,0.18749
454,15,1,0.91,0.875,2.6190685,0.17990
455,11,0,0.84,0.83,2.2880861,0.09386
455,5,0,0.86,0.8,2.306534,0.09293
455,10,0,0.83,0.725,2.3550945,0.05884
455,9,1,0.85,0.775,2.4805426,0.12920
455,1,1,0.91,0.85,2.5534461,0.16519
455,7,1,0.9,0.85,2.5435699,0.16201
455,3,1,0.9,0.915,2.5641483,0.18470
456,3,1,0.9,0.915,2.6179248,0.14684
456,8,0,0.92,0.925,2.3915198,0.12217
456,9,1,0.85,0.775,2.4841351,0.11995
456,13,1,0.78,0.82,2.4669729,0.10133
456,15,1,0.91,0.875,2.5538331,0.16414
456,5,0,0.86,0.8,2.3075522,0.08719
456,12,1,0.875,0.91,2.5559609,0.14906
457,10,0,0.83,0.725,2.3152795,0.08050
457,6,0,0.89,0.875,2.3262379,0.14526
457,4,1,0.84,0.78,2.524981,0.14182
457,16,0,0.88,0.865,2.3369468,0.11466
457,5,0,0.86,0.8,2.3053289,0.10228
457,11,0,0.84,0.83,2.2875417,0.10443
457,12,1,0.875,0.91,2.6059454,0.19022
458,7,1,0.9,0.85,2.6172175,0.13089
458,16,0,0.88,0.865,2.3420377,0.09876
458,8,0,0.92,0.925,2.3570431,0.13046
458,6,0,0.89,0.875,2.3088026,0.11668
458,13,1,0.78,0.82,2.4768229,0.10600
458,3,1,0.9,0.915,2.5577652,0.18379
458,4,1,0.84,0.78,2.4829636,0.12377
459,6,0,0.89,0.875,2.3482575,0.13832
459,14,0,0.92,0.85,2.3897078,0.14359
459,9,1,0.85,0.775,2.5217548,0.16601
459,11,0,0.84,0.83,2.3066133,0.11259
459,13,1,0.78,0.82,2.5141291,0.13982
459,10,0,0.83,0.725,2.3412836,0.07496
459,2,0,0.84,0.825,2.3502654,0.09995
460,14,0,0.92,0.85,2.5498964,0.06964
460,15,1,0.91,0.875,2.5353524,0.17693
460,16,0,0.88,0.865,2.3288862,0.10379
460,4,1,0.84,0.78,2.5022117,0.10746
460,3,1,0.9,0.915,2.5487304,0.16815
460,12,1,0.875,0.91,2.5651742,0.14077
460,9,1,0.85,0.775,2.4772206,0.12267
461,11,0,0.84,0.83,2.298485,0.09857
461,5,0,0.86,0.8,2.3001518,0.10466
461,14,0,0.92,0.85,2.3759771,0.11441
461,2,0,0.84,0.825,2.3299988,0.08657
461,15,1,0.91,0.875,2.6442999,0.15809
461,3,1,0.9,0.915,2.5731542,0.19827
461,13,1,0.78,0.82,2.4755083,0.12410
462,4,1,0.84,0.78,2.4746086,0.13850
462,15,1,0.91,0.875,2.5595732,0.18550
462,8,0,0.92,0.925,2.4342942,0.11638
462,9,1,0.85,0.775,2.4894073,0.13554
462,13,1,0.78,0.82,2.5284299,0.10220
462,5,0,0.86,0.8,2.301918,0.09717
462,14,0,0.92,0.85,2.399374,0.11021
463,7,1,0.9,0.85,2.5352215,0.15180
463,15,1,0.91,0.875,2.5535463,0.16207
463,14,0,0.92,0.85,2.4631072,0.08025
463,16,0,0.88,0.865,2.320838,0.10043
463,1,1,0.91,0.85,2.544741,0.15424
